"var_names","var_labels","year","survey","type"
"cw16i038","All things considered, can you indicate on a scale from 0 to 10 how satisfied you are with this program or course?",2016,"Work & Schooling","categorical"
"cw17j038","All things considered, can you indicate on a scale from 0 to 10 how satisfied you are with this program or course?",2017,"Work & Schooling","categorical"
"cw18k038","All things considered, can you indicate on a scale from 0 to 10 how satisfied you are with this program or course?",2018,"Work & Schooling","categorical"
"cw08a039","What kind of educational program or course is it?",2008,"Work & Schooling","categorical"
"cw09b039","What kind of educational program or course is it?",2009,"Work & Schooling","categorical"
"cw10c039","What kind of educational program or course is it?",2010,"Work & Schooling","categorical"
"cw11d039","What kind of educational program or course is it?",2011,"Work & Schooling","categorical"
"cw12e039","What kind of educational program or course is it?",2012,"Work & Schooling","categorical"
"cw13f039","What kind of educational program or course is it?",2013,"Work & Schooling","categorical"
"cw14g039","What kind of educational program or course is it?",2014,"Work & Schooling","categorical"
"cw15h039","What kind of educational program or course is it?",2015,"Work & Schooling","categorical"
"cw16i039","What kind of educational program or course is it?",2016,"Work & Schooling","categorical"
"cw17j039","What kind of educational program or course is it?",2017,"Work & Schooling","categorical"
"cw18k039","What kind of educational program or course is it?",2018,"Work & Schooling","categorical"
"cw08a040","Where do (or did) you follow this program or course?",2008,"Work & Schooling","categorical"
"cw09b040","Where do (or did) you follow this program or course?",2009,"Work & Schooling","categorical"
"cw10c040","Where do (or did) you follow this program or course?",2010,"Work & Schooling","categorical"
"cw11d040","Where do (or did) you follow this program or course?",2011,"Work & Schooling","categorical"
"cw12e040","Where do (or did) you follow this program or course?",2012,"Work & Schooling","categorical"
"cw13f040","Where do (or did) you follow this program or course?",2013,"Work & Schooling","categorical"
"cw14g040","Where do (or did) you follow this program or course?",2014,"Work & Schooling","categorical"
"cw15h040","Where do (or did) you follow this program or course?",2015,"Work & Schooling","categorical"
"cw16i040","Where do (or did) you follow this program or course?",2016,"Work & Schooling","categorical"
"cw17j040","Where do (or did) you follow this program or course?",2017,"Work & Schooling","categorical"
"cw18k040","Where do (or did) you follow this program or course?",2018,"Work & Schooling","categorical"
"cw08a041","Where do (or did) you follow this program or course, then?",2008,"Work & Schooling","interval"
"cw09b041","Where do (or did) you follow this program or course, then?",2009,"Work & Schooling","interval"
"cw10c041","Where do (or did) you follow this program or course, then?",2010,"Work & Schooling","interval"
"cw11d041","Where do (or did) you follow this program or course, then?",2011,"Work & Schooling","interval"
"cw12e041","Where do (or did) you follow this program or course, then?",2012,"Work & Schooling","interval"
"cw13f041","Where do (or did) you follow this program or course, then?",2013,"Work & Schooling","interval"
"cw14g041","Where do (or did) you follow this program or course, then?",2014,"Work & Schooling","interval"
"cw15h041","Where do (or did) you follow this program or course, then?",2015,"Work & Schooling","interval"
"cw16i041","Where do (or did) you follow this program or course, then?",2016,"Work & Schooling","interval"
"cw17j041","Where do (or did) you follow this program or course, then?",2017,"Work & Schooling","interval"
"cw18k041","Where do (or did) you follow this program or course, then?",2018,"Work & Schooling","interval"
"cw08a042","What is the official duration of this program or course? - number of units per period",2008,"Work & Schooling","interval"
"cw09b042","What is the official duration of this program or course? - number of units per period",2009,"Work & Schooling","interval"
"cw10c042","What is the official duration of this program or course? - number of units per period",2010,"Work & Schooling","interval"
